event_id,timestamp,user_id,user_timeline_step,table_accessed,query_type,rows_returned,after_hours_access,sensitive_data_access,failed_login_attempt,total_queries_session,data_exfiltration_pattern,unusual_query_flag
622,2026-03-10 09:27:00,user_21,9,finance,SELECT,55,0,1,0,3,0,0
646,2026-03-10 12:41:00,user_21,33,customers,SELECT,100,0,0,0,17,0,0
626,2026-03-10 23:38:00,user_21,13,finance,SELECT,60,1,1,0,8,0,0
620,2026-03-11 02:38:00,user_21,7,customers,SELECT,609,1,1,1,35,1,1
623,2026-03-11 03:25:00,user_21,10,finance,SELECT,788,1,1,0,29,1,1
615,2026-03-11 03:38:00,user_21,2,transactions,SELECT,48,1,1,0,4,0,0
617,2026-03-12 10:03:00,user_21,4,salary,UPDATE,127,0,1,0,17,0,0
637,2026-03-13 03:45:00,user_21,24,finance,SELECT,66,1,1,0,12,0,0
640,2026-03-13 09:30:00,user_21,27,transactions,SELECT,78,0,1,0,15,0,0
633,2026-03-14 18:59:00,user_21,20,salary,SELECT,15,0,1,0,15,0,0
635,2026-03-15 01:13:00,user_21,22,finance,SELECT,61,1,1,0,8,0,0
630,2026-03-15 06:18:00,user_21,17,finance,SELECT,70,1,1,0,16,0,0
661,2026-03-02 04:18:00,user_22,13,inventory,DELETE,104,1,0,0,13,0,0
660,2026-03-02 10:06:00,user_22,12,inventory,SELECT,127,0,0,0,14,0,0
649,2026-03-02 21:06:00,user_22,1,orders,SELECT,191,1,0,0,13,0,0
657,2026-03-03 03:05:00,user_22,9,inventory,SELECT,880,1,1,1,35,1,1
676,2026-03-03 07:22:00,user_22,28,inventory,SELECT,153,1,0,0,13,0,0
659,2026-03-03 23:59:00,user_22,11,customers,SELECT,312,1,1,1,40,1,1
682,2026-03-04 02:56:00,user_22,34,inventory,INSERT,184,1,0,0,13,0,0
678,2026-03-04 08:23:00,user_22,30,customers,SELECT,156,0,0,0,14,0,0
670,2026-03-04 19:13:00,user_22,22,customers,SELECT,73,0,0,0,17,0,0
681,2026-03-04 21:52:00,user_22,33,customers,SELECT,68,1,0,0,27,0,0
653,2026-03-05 02:28:00,user_22,5,inventory,SELECT,104,1,0,0,14,0,0
652,2026-03-05 08:55:00,user_22,4,customers,SELECT,108,0,0,0,20,0,0
669,2026-03-05 19:43:00,user_22,21,salary,SELECT,98,0,1,1,11,0,0
650,2026-03-06 19:19:00,user_22,2,customers,SELECT,79,0,0,0,12,0,0
654,2026-03-07 06:35:00,user_22,6,customers,SELECT,109,1,0,0,13,0,0
655,2026-03-07 11:46:00,user_22,7,salary,SELECT,188,0,1,0,20,0,0
680,2026-03-07 13:31:00,user_22,32,customers,DELETE,898,1,1,0,31,1,1
674,2026-03-07 17:49:00,user_22,26,customers,DELETE,235,0,0,0,8,0,0
683,2026-03-08 09:22:00,user_22,35,inventory,UPDATE,611,1,1,0,70,1,1
666,2026-03-08 10:40:00,user_22,18,orders,SELECT,505,1,1,1,43,1,1
663,2026-03-08 15:43:00,user_22,15,orders,SELECT,139,0,0,0,15,0,0
656,2026-03-08 23:57:00,user_22,8,transactions,SELECT,890,1,1,1,65,1,1
671,2026-03-09 06:11:00,user_22,23,finance,SELECT,643,1,1,0,25,1,1
658,2026-03-09 17:48:00,user_22,10,customers,SELECT,209,0,0,0,13,0,0
668,2026-03-09 18:07:00,user_22,20,inventory,SELECT,115,0,0,0,12,0,0
672,2026-03-09 22:29:00,user_22,24,transactions,SELECT,842,1,1,1,40,1,1
679,2026-03-10 07:36:00,user_22,31,salary,SELECT,151,1,1,0,19,0,0
677,2026-03-10 08:22:00,user_22,29,customers,SELECT,119,0,0,0,18,0,0
662,2026-03-10 22:01:00,user_22,14,customers,SELECT,133,1,0,0,21,0,0
673,2026-03-10 22:16:00,user_22,25,inventory,SELECT,127,1,0,0,9,0,0
651,2026-03-11 16:36:00,user_22,3,finance,SELECT,188,0,1,0,8,0,0
664,2026-03-12 19:10:00,user_22,16,finance,SELECT,184,0,1,1,16,0,0
665,2026-03-13 02:40:00,user_22,17,hr_data,INSERT,776,1,1,0,43,1,1
675,2026-03-13 04:51:00,user_22,27,orders,UPDATE,152,1,0,0,22,0,0
667,2026-03-14 04:54:00,user_22,19,salary,SELECT,135,1,1,0,19,0,0
691,2026-03-01 20:54:00,user_23,8,hr_data,SELECT,177,1,0,0,17,0,0
690,2026-03-03 06:53:00,user_23,7,inventory,SELECT,167,1,0,0,16,0,0
693,2026-03-04 03:54:00,user_23,10,customers,SELECT,148,1,0,0,10,0,0
692,2026-03-04 07:20:00,user_23,9,customers,UPDATE,169,1,0,0,15,0,0
688,2026-03-04 13:20:00,user_23,5,customers,SELECT,189,0,0,0,11,0,0
686,2026-03-05 07:57:00,user_23,3,customers,SELECT,217,1,0,0,13,0,0
708,2026-03-05 09:10:00,user_23,25,customers,SELECT,148,0,0,0,6,0,0
696,2026-03-05 15:12:00,user_23,13,orders,SELECT,150,0,0,0,16,0,0
684,2026-03-06 06:25:00,user_23,1,transactions,SELECT,554,1,1,1,47,1,1
689,2026-03-06 10:23:00,user_23,6,customers,UPDATE,182,0,0,0,16,0,0
704,2026-03-07 18:25:00,user_23,21,customers,INSERT,43,0,0,0,14,0,0
703,2026-03-08 15:08:00,user_23,20,inventory,SELECT,119,0,0,0,15,0,0
701,2026-03-09 13:07:00,user_23,18,inventory,SELECT,95,0,0,0,13,0,0
695,2026-03-10 02:01:00,user_23,12,finance,SELECT,121,1,1,0,12,0,0
707,2026-03-10 05:07:00,user_23,24,orders,UPDATE,108,1,0,0,14,0,0
685,2026-03-10 09:24:00,user_23,2,inventory,SELECT,169,0,0,0,2,0,0
698,2026-03-10 18:00:00,user_23,15,transactions,SELECT,692,1,1,0,33,1,1
699,2026-03-10 21:57:00,user_23,16,customers,UPDATE,114,1,0,0,10,0,0
706,2026-03-13 12:27:00,user_23,23,transactions,DELETE,524,1,1,0,61,1,1
700,2026-03-13 17:54:00,user_23,17,salary,INSERT,178,0,1,0,13,0,0
687,2026-03-13 21:26:00,user_23,4,customers,SELECT,121,1,0,0,15,0,0
702,2026-03-14 05:55:00,user_23,19,inventory,SELECT,151,1,0,0,15,0,0
694,2026-03-14 10:25:00,user_23,11,orders,SELECT,91,0,0,0,7,0,0
705,2026-03-14 15:56:00,user_23,22,hr_data,INSERT,546,1,1,0,42,1,1
697,2026-03-15 08:23:00,user_23,14,finance,SELECT,149,0,1,0,10,0,0
730,2026-03-02 11:17:00,user_24,22,orders,SELECT,111,0,0,0,13,0,0
729,2026-03-02 22:01:00,user_24,21,orders,SELECT,63,1,0,0,20,0,0
716,2026-03-03 00:36:00,user_24,8,orders,DELETE,102,1,0,0,21,0,0
717,2026-03-03 16:10:00,user_24,9,orders,SELECT,154,0,0,0,17,0,0
732,2026-03-03 16:23:00,user_24,24,transactions,SELECT,43,0,1,0,14,0,0
715,2026-03-04 14:21:00,user_24,7,salary,UPDATE,134,0,1,0,13,0,0
727,2026-03-05 04:41:00,user_24,19,finance,INSERT,50,1,1,0,17,0,0
719,2026-03-05 08:08:00,user_24,11,salary,SELECT,108,0,1,0,14,0,0
721,2026-03-05 08:45:00,user_24,13,orders,SELECT,100,0,0,1,12,0,0
722,2026-03-05 10:03:00,user_24,14,salary,DELETE,5,0,1,0,14,0,0
724,2026-03-05 12:26:00,user_24,16,finance,DELETE,148,0,1,0,12,0,0
710,2026-03-05 15:48:00,user_24,2,transactions,UPDATE,76,0,1,0,18,0,0
712,2026-03-06 08:29:00,user_24,4,customers,SELECT,74,0,0,0,18,0,0
725,2026-03-06 09:38:00,user_24,17,finance,SELECT,126,0,1,0,9,0,0
733,2026-03-06 12:11:00,user_24,25,customers,SELECT,96,0,0,0,10,0,0
714,2026-03-08 17:43:00,user_24,6,customers,SELECT,140,0,0,0,11,0,0
726,2026-03-08 21:51:00,user_24,18,salary,SELECT,95,1,1,0,15,0,0
728,2026-03-09 00:21:00,user_24,20,orders,SELECT,149,1,0,0,17,0,0
709,2026-03-09 09:03:00,user_24,1,hr_data,SELECT,116,0,0,0,10,0,0
723,2026-03-10 06:51:00,user_24,15,transactions,SELECT,85,1,1,0,9,0,0
731,2026-03-10 19:06:00,user_24,23,inventory,SELECT,85,0,0,0,13,0,0
718,2026-03-11 07:35:00,user_24,10,salary,INSERT,123,1,1,0,10,0,0
711,2026-03-13 17:04:00,user_24,3,orders,SELECT,538,1,1,1,63,1,1
720,2026-03-15 08:10:00,user_24,12,salary,SELECT,112,0,1,0,12,0,0
713,2026-03-15 08:23:00,user_24,5,customers,SELECT,57,0,0,0,10,0,0
737,2026-03-02 01:55:00,user_25,4,orders,SELECT,122,1,0,0,7,0,0
741,2026-03-02 12:06:00,user_25,8,orders,SELECT,103,0,0,0,5,0,0
742,2026-03-02 14:46:00,user_25,9,orders,SELECT,17,0,0,0,1,0,0
759,2026-03-02 21:35:00,user_25,26,customers,SELECT,41,1,0,0,6,0,0
736,2026-03-03 11:50:00,user_25,3,orders,INSERT,167,0,0,0,5,0,0
749,2026-03-03 13:48:00,user_25,16,customers,SELECT,51,0,0,0,11,0,0
762,2026-03-03 15:43:00,user_25,29,hr_data,SELECT,592,1,1,0,59,1,1
761,2026-03-03 22:27:00,user_25,28,orders,SELECT,116,1,0,0,2,0,0
755,2026-03-04 02:41:00,user_25,22,hr_data,SELECT,78,1,0,0,5,0,0
756,2026-03-05 04:17:00,user_25,23,hr_data,UPDATE,733,1,1,0,30,1,1
739,2026-03-05 16:45:00,user_25,6,orders,SELECT,100,0,0,0,11,0,0
734,2026-03-07 07:36:00,user_25,1,hr_data,SELECT,124,1,0,0,1,0,0
748,2026-03-07 11:40:00,user_25,15,inventory,SELECT,58,0,0,0,5,0,0
760,2026-03-07 15:50:00,user_25,27,inventory,DELETE,835,1,1,1,51,1,1
744,2026-03-08 00:22:00,user_25,11,hr_data,SELECT,707,1,1,1,55,1,1
763,2026-03-09 04:47:00,user_25,30,transactions,SELECT,160,1,1,0,4,0,0
735,2026-03-09 22:03:00,user_25,2,customers,SELECT,96,1,0,1,3,0,0
746,2026-03-10 04:38:00,user_25,13,customers,UPDATE,52,1,0,0,2,0,0
753,2026-03-10 08:36:00,user_25,20,hr_data,SELECT,58,0,0,1,4,0,0
738,2026-03-11 06:07:00,user_25,5,customers,SELECT,88,1,0,0,5,0,0
757,2026-03-11 06:46:00,user_25,24,customers,UPDATE,47,1,0,0,3,0,0
747,2026-03-11 12:27:00,user_25,14,customers,SELECT,108,0,0,0,1,0,0
752,2026-03-12 04:19:00,user_25,19,inventory,SELECT,85,1,0,0,5,0,0
745,2026-03-12 12:06:00,user_25,12,transactions,SELECT,115,0,1,0,5,0,0
754,2026-03-13 03:15:00,user_25,21,transactions,SELECT,40,1,1,0,5,0,0
751,2026-03-13 06:23:00,user_25,18,orders,SELECT,87,1,0,0,1,0,0
740,2026-03-13 15:58:00,user_25,7,orders,SELECT,131,0,0,1,1,0,0
750,2026-03-14 19:04:00,user_25,17,customers,SELECT,68,0,0,0,1,0,0
758,2026-03-14 21:58:00,user_25,25,orders,DELETE,112,1,0,0,6,0,0
743,2026-03-15 00:47:00,user_25,10,inventory,SELECT,93,1,0,0,1,0,0
786,2026-03-01 13:37:00,user_26,23,customers,SELECT,116,0,0,0,17,0,0
784,2026-03-01 19:57:00,user_26,21,transactions,INSERT,120,0,1,0,15,0,0
775,2026-03-02 00:48:00,user_26,12,customers,UPDATE,90,1,0,0,16,0,0
764,2026-03-02 05:27:00,user_26,1,customers,SELECT,181,1,0,0,18,0,0
794,2026-03-02 16:00:00,user_26,31,transactions,UPDATE,163,0,1,0,16,0,0
776,2026-03-02 16:28:00,user_26,13,customers,SELECT,79,0,0,0,14,0,0
781,2026-03-03 10:21:00,user_26,18,orders,SELECT,126,0,0,0,17,0,0
791,2026-03-03 20:02:00,user_26,28,inventory,SELECT,94,1,0,0,9,0,0
778,2026-03-04 04:39:00,user_26,15,finance,SELECT,79,1,1,0,21,0,0
771,2026-03-05 15:38:00,user_26,8,orders,DELETE,159,0,0,1,13,0,0
777,2026-03-05 21:44:00,user_26,14,orders,UPDATE,118,1,0,1,16,0,0
783,2026-03-06 11:56:00,user_26,20,finance,SELECT,89,0,1,0,15,0,0
769,2026-03-06 13:29:00,user_26,6,customers,INSERT,117,0,0,0,13,0,0
766,2026-03-06 18:44:00,user_26,3,customers,SELECT,154,0,0,0,13,0,0
788,2026-03-07 02:37:00,user_26,25,customers,SELECT,136,1,0,0,18,0,0
787,2026-03-07 15:23:00,user_26,24,orders,SELECT,156,0,0,0,18,0,0
768,2026-03-07 18:06:00,user_26,5,transactions,UPDATE,149,0,1,0,16,0,0
793,2026-03-08 04:10:00,user_26,30,customers,SELECT,72,1,0,0,11,0,0
795,2026-03-08 15:32:00,user_26,32,finance,SELECT,160,0,1,0,12,0,0
770,2026-03-08 16:14:00,user_26,7,orders,SELECT,105,0,0,0,15,0,0
792,2026-03-08 18:34:00,user_26,29,transactions,SELECT,175,0,1,0,17,0,0
780,2026-03-09 08:00:00,user_26,17,orders,UPDATE,160,0,0,0,12,0,0
767,2026-03-09 20:24:00,user_26,4,customers,UPDATE,89,1,0,0,16,0,0
790,2026-03-09 21:22:00,user_26,27,inventory,SELECT,157,1,0,0,3,0,0
789,2026-03-10 09:53:00,user_26,26,inventory,SELECT,115,0,0,0,13,0,0
765,2026-03-10 12:23:00,user_26,2,customers,UPDATE,184,0,0,0,15,0,0
774,2026-03-10 13:18:00,user_26,11,customers,UPDATE,147,0,0,0,7,0,0
779,2026-03-11 12:37:00,user_26,16,customers,UPDATE,189,0,0,0,14,0,0
785,2026-03-12 03:55:00,user_26,22,hr_data,SELECT,41,1,0,0,14,0,0
772,2026-03-12 09:34:00,user_26,9,salary,UPDATE,85,0,1,0,7,0,0
773,2026-03-13 02:24:00,user_26,10,salary,SELECT,67,1,1,0,18,0,0
782,2026-03-14 09:31:00,user_26,19,salary,SELECT,120,0,1,0,1,0,0
814,2026-03-01 16:41:00,user_27,19,transactions,SELECT,80,0,1,0,5,0,0
815,2026-03-01 18:47:00,user_27,20,finance,SELECT,110,0,1,0,12,0,0
825,2026-03-02 11:11:00,user_27,30,finance,SELECT,418,1,1,0,51,1,1
810,2026-03-02 16:40:00,user_27,15,customers,SELECT,94,0,0,0,10,0,0
805,2026-03-02 23:53:00,user_27,10,inventory,SELECT,690,1,1,0,58,1,1
809,2026-03-03 05:08:00,user_27,14,inventory,SELECT,86,1,0,0,8,0,0
812,2026-03-03 09:04:00,user_27,17,customers,SELECT,160,0,0,0,9,0,0
804,2026-03-04 01:19:00,user_27,9,inventory,UPDATE,120,1,0,0,10,0,0
811,2026-03-05 05:04:00,user_27,16,inventory,SELECT,128,1,0,0,11,0,0
801,2026-03-05 12:58:00,user_27,6,hr_data,UPDATE,16,0,0,0,9,0,0
807,2026-03-05 22:23:00,user_27,12,orders,INSERT,96,1,0,0,11,0,0
822,2026-03-06 04:20:00,user_27,27,salary,SELECT,102,1,1,0,11,0,0
802,2026-03-06 10:22:00,user_27,7,orders,SELECT,115,0,0,0,12,0,0
824,2026-03-07 04:41:00,user_27,29,salary,SELECT,82,1,1,0,10,0,0
818,2026-03-07 23:49:00,user_27,23,inventory,SELECT,60,1,0,0,3,0,0
806,2026-03-08 03:56:00,user_27,11,orders,UPDATE,134,1,0,0,12,0,0
817,2026-03-08 08:10:00,user_27,22,customers,UPDATE,99,0,0,0,6,0,0
803,2026-03-08 21:56:00,user_27,8,orders,SELECT,125,1,0,0,8,0,0
816,2026-03-09 05:03:00,user_27,21,orders,SELECT,120,1,0,0,3,0,0
799,2026-03-09 12:47:00,user_27,4,inventory,UPDATE,119,0,0,0,2,0,0
823,2026-03-09 17:12:00,user_27,28,salary,SELECT,55,0,1,0,11,0,0
821,2026-03-10 13:18:00,user_27,26,customers,SELECT,81,0,0,0,8,0,0
796,2026-03-10 13:57:00,user_27,1,orders,SELECT,148,0,0,0,2,0,0
813,2026-03-11 03:18:00,user_27,18,hr_data,SELECT,504,1,1,0,48,1,1
819,2026-03-11 05:50:00,user_27,24,transactions,INSERT,139,1,1,0,5,0,0
826,2026-03-11 11:39:00,user_27,31,orders,SELECT,50,0,0,1,9,0,0
808,2026-03-11 18:53:00,user_27,13,customers,UPDATE,112,0,0,0,6,0,0
820,2026-03-12 12:42:00,user_27,25,orders,SELECT,78,0,0,0,2,0,0
798,2026-03-13 12:58:00,user_27,3,finance,SELECT,113,0,1,0,6,0,0
800,2026-03-14 01:52:00,user_27,5,customers,SELECT,564,1,1,0,60,1,1
797,2026-03-14 09:24:00,user_27,2,transactions,SELECT,99,0,1,0,5,0,0
827,2026-03-01 14:04:00,user_28,1,orders,SELECT,70,0,0,0,4,0,0
847,2026-03-02 00:44:00,user_28,21,transactions,UPDATE,51,1,1,0,5,0,0
838,2026-03-02 06:32:00,user_28,12,transactions,SELECT,80,1,1,0,6,0,0
840,2026-03-02 10:03:00,user_28,14,customers,SELECT,65,0,0,0,9,0,0
835,2026-03-03 10:11:00,user_28,9,salary,SELECT,39,0,1,0,4,0,0
861,2026-03-03 10:38:00,user_28,35,salary,INSERT,61,0,1,0,13,0,0
842,2026-03-03 11:45:00,user_28,16,orders,SELECT,709,1,1,0,54,1,1
860,2026-03-03 17:03:00,user_28,34,orders,SELECT,54,0,0,0,8,0,0
845,2026-03-03 17:38:00,user_28,19,orders,SELECT,61,0,0,0,9,0,0
829,2026-03-03 18:17:00,user_28,3,inventory,SELECT,26,0,0,0,5,0,0
830,2026-03-03 19:02:00,user_28,4,inventory,SELECT,17,0,0,0,7,0,0
834,2026-03-03 21:18:00,user_28,8,transactions,SELECT,120,1,1,0,12,0,0
848,2026-03-04 08:21:00,user_28,22,inventory,SELECT,138,0,0,0,6,0,0
832,2026-03-05 00:35:00,user_28,6,customers,SELECT,76,1,0,0,8,0,0
856,2026-03-06 20:33:00,user_28,30,orders,SELECT,70,1,0,0,13,0,0
836,2026-03-07 04:45:00,user_28,10,finance,SELECT,71,1,1,0,9,0,0
837,2026-03-07 09:14:00,user_28,11,inventory,SELECT,115,0,0,0,12,0,0
828,2026-03-07 12:26:00,user_28,2,finance,SELECT,56,0,1,0,14,0,0
843,2026-03-07 13:27:00,user_28,17,transactions,SELECT,137,0,1,0,6,0,0
859,2026-03-08 13:36:00,user_28,33,customers,SELECT,59,0,0,0,11,0,0
841,2026-03-08 20:29:00,user_28,15,orders,SELECT,78,1,0,0,7,0,0
851,2026-03-09 01:45:00,user_28,25,inventory,SELECT,81,1,0,0,10,0,0
853,2026-03-10 03:11:00,user_28,27,customers,UPDATE,52,1,0,0,8,0,0
844,2026-03-10 23:19:00,user_28,18,finance,SELECT,360,1,1,0,35,1,1
839,2026-03-11 01:39:00,user_28,13,salary,SELECT,99,1,1,0,7,0,0
852,2026-03-11 05:23:00,user_28,26,finance,SELECT,128,1,1,0,10,0,0
846,2026-03-11 08:17:00,user_28,20,customers,SELECT,91,0,0,0,10,0,0
849,2026-03-11 09:40:00,user_28,23,customers,SELECT,58,0,0,1,8,0,0
858,2026-03-11 19:43:00,user_28,32,orders,SELECT,810,1,1,0,53,1,1
855,2026-03-12 01:17:00,user_28,29,transactions,UPDATE,803,1,1,1,45,1,1
833,2026-03-12 07:30:00,user_28,7,orders,SELECT,137,1,0,0,13,0,0
831,2026-03-13 06:42:00,user_28,5,hr_data,SELECT,86,1,0,0,8,0,0
850,2026-03-13 07:37:00,user_28,24,salary,SELECT,93,1,1,0,9,0,0
857,2026-03-13 21:38:00,user_28,31,finance,SELECT,108,1,1,0,3,0,0
854,2026-03-15 07:43:00,user_28,28,customers,SELECT,84,1,0,0,11,0,0
876,2026-03-03 17:33:00,user_29,15,orders,SELECT,115,0,0,0,14,0,0
867,2026-03-04 13:42:00,user_29,6,transactions,SELECT,141,0,1,0,15,0,0
875,2026-03-05 09:46:00,user_29,14,finance,SELECT,159,0,1,0,16,0,0
889,2026-03-06 00:24:00,user_29,28,salary,SELECT,86,1,1,0,16,0,0
865,2026-03-06 10:06:00,user_29,4,customers,SELECT,89,0,0,0,8,0,0
878,2026-03-07 00:34:00,user_29,17,orders,INSERT,75,1,0,0,15,0,0
888,2026-03-07 01:50:00,user_29,27,customers,SELECT,216,1,0,0,8,0,0
868,2026-03-07 03:52:00,user_29,7,finance,SELECT,84,1,1,0,7,0,0
887,2026-03-07 10:48:00,user_29,26,salary,SELECT,31,0,1,0,14,0,0
882,2026-03-07 23:41:00,user_29,21,finance,DELETE,482,1,1,0,57,1,1
866,2026-03-08 00:27:00,user_29,5,inventory,SELECT,468,1,1,0,56,1,1
863,2026-03-08 22:18:00,user_29,2,inventory,SELECT,143,1,0,0,8,0,0
870,2026-03-09 01:33:00,user_29,9,customers,SELECT,75,1,0,0,13,0,0
864,2026-03-09 15:24:00,user_29,3,salary,SELECT,144,0,1,0,16,0,0
869,2026-03-10 07:34:00,user_29,8,customers,UPDATE,116,1,0,0,9,0,0
879,2026-03-11 16:18:00,user_29,18,transactions,SELECT,76,0,1,0,10,0,0
862,2026-03-11 18:09:00,user_29,1,hr_data,SELECT,528,1,1,0,54,1,1
884,2026-03-12 07:20:00,user_29,23,inventory,DELETE,133,1,0,0,9,0,0
877,2026-03-12 20:18:00,user_29,16,transactions,SELECT,117,1,1,0,11,0,0
880,2026-03-13 00:46:00,user_29,19,orders,SELECT,128,1,0,0,14,0,0
886,2026-03-13 06:28:00,user_29,25,customers,SELECT,357,1,1,0,37,1,1
873,2026-03-13 10:38:00,user_29,12,salary,SELECT,141,0,1,0,9,0,0
885,2026-03-13 12:34:00,user_29,24,orders,UPDATE,93,0,0,0,11,0,0
883,2026-03-13 17:16:00,user_29,22,finance,SELECT,660,1,1,0,60,1,1
881,2026-03-13 23:19:00,user_29,20,finance,SELECT,69,1,1,0,5,0,0
874,2026-03-14 16:33:00,user_29,13,inventory,SELECT,88,0,0,0,15,0,0
871,2026-03-14 18:34:00,user_29,10,customers,UPDATE,157,0,0,0,14,0,0
872,2026-03-14 18:50:00,user_29,11,hr_data,SELECT,111,0,0,0,19,0,0
907,2026-03-01 13:48:00,user_30,18,customers,SELECT,79,0,0,0,15,0,0
901,2026-03-02 06:48:00,user_30,12,customers,SELECT,608,1,1,0,56,1,1
892,2026-03-02 10:39:00,user_30,3,hr_data,SELECT,111,0,0,0,11,0,0
921,2026-03-03 00:38:00,user_30,32,orders,SELECT,85,1,0,0,7,0,0
909,2026-03-03 22:55:00,user_30,20,orders,SELECT,69,1,0,0,9,0,0
916,2026-03-04 20:58:00,user_30,27,customers,SELECT,375,1,1,0,28,1,1
917,2026-03-05 10:12:00,user_30,28,salary,SELECT,37,0,1,0,16,0,0
898,2026-03-05 15:06:00,user_30,9,hr_data,SELECT,341,1,1,0,52,1,1
897,2026-03-05 18:40:00,user_30,8,orders,SELECT,62,0,0,1,19,0,0
894,2026-03-05 23:54:00,user_30,5,finance,SELECT,44,1,1,0,13,0,0
914,2026-03-06 05:25:00,user_30,25,transactions,SELECT,850,1,1,0,69,1,1
905,2026-03-06 05:31:00,user_30,16,finance,SELECT,122,1,1,0,16,0,0
895,2026-03-06 12:10:00,user_30,6,hr_data,SELECT,63,0,0,0,17,0,0
918,2026-03-06 13:19:00,user_30,29,hr_data,SELECT,102,0,0,0,9,0,0
891,2026-03-06 18:45:00,user_30,2,inventory,SELECT,85,0,0,0,15,0,0
900,2026-03-07 04:16:00,user_30,11,customers,SELECT,134,1,0,0,12,0,0
899,2026-03-07 17:25:00,user_30,10,inventory,SELECT,51,0,0,0,13,0,0
922,2026-03-08 05:34:00,user_30,33,finance,SELECT,29,1,1,0,18,0,0
893,2026-03-08 11:45:00,user_30,4,hr_data,SELECT,84,0,0,0,12,0,0
912,2026-03-08 15:56:00,user_30,23,inventory,DELETE,73,0,0,0,17,0,0
923,2026-03-10 01:18:00,user_30,34,orders,SELECT,61,1,0,0,16,0,0
919,2026-03-10 13:52:00,user_30,30,orders,SELECT,97,0,0,0,17,0,0
904,2026-03-10 20:09:00,user_30,15,inventory,SELECT,32,1,0,0,14,0,0
915,2026-03-11 06:41:00,user_30,26,finance,DELETE,34,1,1,0,17,0,0
911,2026-03-11 12:20:00,user_30,22,inventory,SELECT,46,0,0,0,11,0,0
910,2026-03-13 03:16:00,user_30,21,transactions,SELECT,43,1,1,0,11,0,0
903,2026-03-13 07:56:00,user_30,14,customers,SELECT,817,1,1,1,35,1,1
906,2026-03-13 10:43:00,user_30,17,inventory,SELECT,78,0,0,0,13,0,0
924,2026-03-13 12:20:00,user_30,35,customers,SELECT,56,0,0,0,16,0,0
920,2026-03-13 13:05:00,user_30,31,customers,SELECT,899,1,1,0,27,1,1
913,2026-03-13 14:48:00,user_30,24,inventory,SELECT,80,0,0,0,12,0,0
890,2026-03-14 03:51:00,user_30,1,transactions,SELECT,82,1,1,0,21,0,0
902,2026-03-14 09:45:00,user_30,13,inventory,SELECT,93,0,0,0,16,0,0
896,2026-03-14 18:20:00,user_30,7,inventory,SELECT,51,0,0,0,14,0,0
908,2026-03-15 08:09:00,user_30,19,hr_data,SELECT,628,1,1,1,49,1,1
947,2026-03-02 05:01:00,user_31,23,inventory,SELECT,112,1,0,0,8,0,0
956,2026-03-02 06:47:00,user_31,32,hr_data,SELECT,69,1,0,0,7,0,0
932,2026-03-02 14:42:00,user_31,8,transactions,DELETE,190,0,1,0,7,0,0
945,2026-03-03 02:10:00,user_31,21,transactions,UPDATE,137,1,1,0,4,0,0
943,2026-03-03 05:46:00,user_31,19,transactions,UPDATE,183,1,1,0,12,0,0
927,2026-03-04 14:12:00,user_31,3,customers,SELECT,127,0,0,0,8,0,0
930,2026-03-04 14:47:00,user_31,6,customers,SELECT,166,0,0,0,17,0,0
925,2026-03-04 15:41:00,user_31,1,orders,UPDATE,155,0,0,0,11,0,0
938,2026-03-04 20:13:00,user_31,14,inventory,SELECT,129,1,0,0,3,0,0
951,2026-03-05 03:34:00,user_31,27,salary,SELECT,139,1,1,0,9,0,0
931,2026-03-05 19:07:00,user_31,7,customers,SELECT,137,0,0,0,13,0,0
954,2026-03-06 15:33:00,user_31,30,customers,SELECT,511,1,1,0,58,1,1
934,2026-03-07 01:54:00,user_31,10,customers,SELECT,121,1,0,0,11,0,0
936,2026-03-07 20:43:00,user_31,12,finance,DELETE,126,1,1,0,6,0,0
942,2026-03-08 07:49:00,user_31,18,inventory,SELECT,162,1,0,0,10,0,0
935,2026-03-08 21:41:00,user_31,11,orders,SELECT,150,1,0,0,12,0,0
941,2026-03-08 22:04:00,user_31,17,transactions,SELECT,148,1,1,0,5,0,0
929,2026-03-09 04:47:00,user_31,5,customers,DELETE,150,1,0,0,14,0,0
955,2026-03-09 14:17:00,user_31,31,orders,DELETE,122,0,0,0,2,0,0
959,2026-03-09 16:30:00,user_31,35,inventory,UPDATE,557,1,1,1,49,1,1
926,2026-03-09 20:46:00,user_31,2,hr_data,SELECT,125,1,0,0,6,0,0
939,2026-03-11 02:54:00,user_31,15,customers,SELECT,164,1,0,0,14,0,0
940,2026-03-11 07:10:00,user_31,16,orders,SELECT,143,1,0,0,4,0,0
937,2026-03-11 15:06:00,user_31,13,orders,SELECT,91,0,0,0,14,0,0
933,2026-03-11 20:54:00,user_31,9,finance,SELECT,146,1,1,0,3,0,0
948,2026-03-12 02:49:00,user_31,24,finance,SELECT,100,1,1,0,8,0,0
953,2026-03-12 09:03:00,user_31,29,hr_data,SELECT,141,0,0,0,10,0,0
950,2026-03-12 23:45:00,user_31,26,customers,SELECT,544,1,1,0,64,1,1
957,2026-03-13 05:44:00,user_31,33,finance,SELECT,86,1,1,0,4,0,0
928,2026-03-13 14:21:00,user_31,4,inventory,SELECT,65,0,0,0,11,0,0
944,2026-03-13 15:09:00,user_31,20,customers,SELECT,94,0,0,0,21,0,0
